prot_index,ph,note,ph_dependence,uniprot_id,min_max_diff,activity,reaction_type
173,6.5,{ECO:0000269|PubMed:10960102};,Optimum pH is 6.5. {ECO:0000269|PubMed:10960102};,B9K7M5,,1.0,
4390,4.5,to 6.0. {ECO:0000269|PubMed:10960102};,Optimum pH is 4.5 to 6.0. {ECO:0000269|PubMed:10960102};,B9K7M6,,1.0,
174,6.8,{ECO:0000269|PubMed:24149797};,Optimum pH is 6.8. {ECO:0000269|PubMed:24149797};,B9KDD4,,1.0,
4391,6.5,with ONPG as substrate. Measured at 37 degrees Celsius and in 4 M KCl. {ECO:0000269|PubMed:23320757};,Optimum pH is 6.5 with ONPG as substrate. Measured at 37 degrees Celsius and in 4 M KCl. {ECO:0000269|PubMed:23320757};,B9LW38,,1.0,
3176,7.5,{ECO:0000269|PubMed:19201950};,Optimum pH is 7-8. {ECO:0000269|PubMed:19201950};,B9U443,1.0,1.0,
4392,8.0,{ECO:0000269|PubMed:19300994};,Optimum pH is 8.0. {ECO:0000269|PubMed:19300994};,B9WZ64,,1.0,
3178,2.4,Stable at pH 7.2 and 5.2. {ECO:0000269|Ref.1};,Optimum pH is 2.4. Stable at pH 7.2 and 5.2. {ECO:0000269|Ref.1};,C0HJB2,,1.0,
4963,5.0,{ECO:0000269|Ref.1};,Optimum pH is 5.0. {ECO:0000269|Ref.1};,C0HJE2,,1.0,
4964,4.5,{ECO:0000269|Ref.1};,Optimum pH is 4.5. {ECO:0000269|Ref.1};,C0HJE3,,1.0,
4965,5.0,{ECO:0000269|Ref.1};,Optimum pH is 5.0. {ECO:0000269|Ref.1};,C0HJE4,,1.0,
178,7.0,"Activity is reduced to about 70% and 60% after incubation at pH 5.0 and pH 9.0, respectively, for 1 hour. {ECO:0000269|PubMed:26273287};","Optimum pH is 7.0. Activity is reduced to about 70% and 60% after incubation at pH 5.0 and pH 9.0, respectively, for 1 hour. {ECO:0000269|PubMed:26273287};",C0HJE7,,1.0,
4394,7.0,Active at pH 4.0 to pH 9.0. Stable from pH 5.5 to pH 7.0. {ECO:0000269|PubMed:23564433};,Optimum pH is 7.0. Active at pH 4.0 to pH 9.0. Stable from pH 5.5 to pH 7.0. {ECO:0000269|PubMed:23564433};,C0HJF2,,1.0,
4395,4.0,{ECO:0000269|Ref.1};,Optimum pH is 4.0. {ECO:0000269|Ref.1};,C0HJH0,,1.0,
4396,9.0,Activity is relatively stable between pH 8-10 but drops at lower pH and is absent at pH 4. {ECO:0000269|Ref.1};,Optimum pH is 9. Activity is relatively stable between pH 8-10 but drops at lower pH and is absent at pH 4. {ECO:0000269|Ref.1};,C0HJJ8,,1.0,
4397,5.0,Active from pH 3.0 to 7.0. {ECO:0000269|Ref.2};,Optimum pH is 5.0. Active from pH 3.0 to 7.0. {ECO:0000269|Ref.2};,C0HJL9,,1.0,
179,7.75,"Activity decreases rapidly at basic or acidic pH and is virtually absent at pH 12 and pH 3.5, respectively. {ECO:0000269|PubMed:17451767};","Optimum pH is 7.0-8.5. Activity decreases rapidly at basic or acidic pH and is virtually absent at pH 12 and pH 3.5, respectively. {ECO:0000269|PubMed:17451767};",C0HJU3,1.5,1.0,
3182,5.0,{ECO:0000269|PubMed:23422784};,Optimum pH is 5. {ECO:0000269|PubMed:23422784};,C0HJW7,,1.0,
3183,6.5,for hemagglutinating activity. Activity drops rapidly at lower or higher pH. {ECO:0000269|Ref.2};,Optimum pH is 6-7 for hemagglutinating activity. Activity drops rapidly at lower or higher pH. {ECO:0000269|Ref.2};,C0HJX1,1.0,1.0,
180,8.0,with activity decreasing quickly at higher or lower pH. {ECO:0000269|PubMed:24519628};,Optimum pH is 7-9 with activity decreasing quickly at higher or lower pH. {ECO:0000269|PubMed:24519628};,C0HJY1,2.0,1.0,
3184,5.5,{ECO:0000269|PubMed:26794967};,Optimum pH is 5-6. {ECO:0000269|PubMed:26794967};,C0HJY2,1.0,1.0,
181,8.0,{ECO:0000269|PubMed:26996495};,Optimum pH is 8.0. {ECO:0000269|PubMed:26996495};,C0HK05,,1.0,
3185,7.5,for hemagglutinating activity. Activity drops rapidly at lower or higher pH. {ECO:0000269|PubMed:26321423};,Optimum pH is 7-8 for hemagglutinating activity. Activity drops rapidly at lower or higher pH. {ECO:0000269|PubMed:26321423};,C0HK20,1.0,1.0,
4398,6.5,for hemagglutinating activity. Activity drops rapidly at lower or higher pH. {ECO:0000269|PubMed:24144578};,Optimum pH is 6-7 for hemagglutinating activity. Activity drops rapidly at lower or higher pH. {ECO:0000269|PubMed:24144578};,C0HK21,1.0,1.0,
4399,6.5,for hemagglutinating activity. Activity drops rapidly at lower or higher pH. {ECO:0000269|PubMed:24144578};,Optimum pH is 6-7 for hemagglutinating activity. Activity drops rapidly at lower or higher pH. {ECO:0000269|PubMed:24144578};,C0HK22,1.0,1.0,
182,6.5,{ECO:0000269|PubMed:28150103};,Optimum pH is 6-7. {ECO:0000269|PubMed:28150103};,C0HK25,1.0,1.0,
4405,6.0,Activity decreases sharply with increasing alkalinity. {ECO:0000269|PubMed:29064056};,Optimum pH is about 6. Activity decreases sharply with increasing alkalinity. {ECO:0000269|PubMed:29064056};,C0HL60,,1.0,
3188,8.0,{ECO:0000269|PubMed:11451438};,Optimum pH is 7-9. {ECO:0000269|PubMed:11451438};,C0HL97,2.0,1.0,
3189,7.5,(at 40 degrees Celsius). {ECO:0000269|PubMed:31131000};,Optimum pH is between 7-8 (at 40 degrees Celsius). {ECO:0000269|PubMed:31131000};,C0HLA3,1.0,1.0,
4406,6.0,{ECO:0000269|PubMed:32181246};,Optimum pH is 6. {ECO:0000269|PubMed:32181246};,C0HLL7,,1.0,
4407,6.0,{ECO:0000269|PubMed:32181246};,Optimum pH is 6. {ECO:0000269|PubMed:32181246};,C0HLL8,,1.0,
4966,7.0,with hemoglobin as substrate. {ECO:0000269|PubMed:31219401};,Optimum pH is 7 with hemoglobin as substrate. {ECO:0000269|PubMed:31219401};,C0HLM4,,1.0,
4967,6.0,"with hemoglobin as substrate. Activity decreases from pH 7, with a 36% decrease in activity when incubated at pH 10. {ECO:0000269|PubMed:31219401};","Optimum pH is 6 with hemoglobin as substrate. Activity decreases from pH 7, with a 36% decrease in activity when incubated at pH 10. {ECO:0000269|PubMed:31219401};",C0HLM5,,1.0,
4968,7.0,{ECO:0000269|Ref.1};,Optimum pH is 7. {ECO:0000269|Ref.1};,C0HLT5,,1.0,
4969,6.5,"(Ref.1, Ref.2). Retains 70% of its antibacterial activity at pH 8.0 and pH 5.5 (Ref.2). {ECO:0000269|Ref.1, ECO:0000269|Ref.2};","Optimum pH is 6.5 (Ref.1, Ref.2). Retains 70% of its antibacterial activity at pH 8.0 and pH 5.5 (Ref.2). {ECO:0000269|Ref.1, ECO:0000269|Ref.2};",C0HLT6,,1.0,
4408,6.0,Stable from pH 2 to 10. {ECO:0000269|PubMed:33266031};,Optimum pH is around 6. Stable from pH 2 to 10. {ECO:0000269|PubMed:33266031};,C0HLT8,,1.0,
4409,2.0,to 4. Active from pH 2 to 6. {ECO:0000269|Ref.1};,Optimum pH is between 2 to 4. Active from pH 2 to 6. {ECO:0000269|Ref.1};,C0HLU4,,1.0,
4410,7.5,and 8.0. {ECO:0000269|PubMed:15642699};,Optimum pH is between 7.5 and 8.0. {ECO:0000269|PubMed:15642699};,C0HM52,,1.0,
3192,7.5,{ECO:0000269|PubMed:19581484};,Optimum pH is 7.5. {ECO:0000269|PubMed:19581484};,C0LA90,,1.0,
189,7.0,(at 40 degrees Celsius). {ECO:0000269|PubMed:21483860};,Optimum pH is 7.0 (at 40 degrees Celsius). {ECO:0000269|PubMed:21483860};,C0LT23,,1.0,
190,7.0,{ECO:0000269|PubMed:17189358};,Optimum pH is 7. {ECO:0000269|PubMed:17189358};,C0QRP9,,1.0,
191,8.0,{ECO:0000269|PubMed:17189358};,Optimum pH is 8. {ECO:0000269|PubMed:17189358};,C0QRQ2,,1.0,
3193,7.5,{ECO:0000269|PubMed:19098286};,Optimum pH is 7.5. {ECO:0000269|PubMed:19098286};,C0SJS2,,1.0,
3194,7.0,{ECO:0000269|PubMed:19098286};,Optimum pH is 7.0. {ECO:0000269|PubMed:19098286};,C0SJS3,,1.0,
4411,7.5,{ECO:0000269|PubMed:19098286};,Optimum pH is 7.5. {ECO:0000269|PubMed:19098286};,C0SJS4,,1.0,
4412,6.0,{ECO:0000269|PubMed:16582490};,Optimum pH is 6.0. {ECO:0000269|PubMed:16582490};,C0SPA0,,1.0,
3195,7.0,{ECO:0000269|PubMed:19258320};,Optimum pH is 6.5-7.5. {ECO:0000269|PubMed:19258320};,C0SVZ5,1.0,1.0,
3196,9.0,{ECO:0000269|PubMed:19258320};,Optimum pH is 9.0. {ECO:0000269|PubMed:19258320};,C0SVZ6,,1.0,
3197,7.0,{ECO:0000269|PubMed:22222309};,Optimum pH is 7.0. {ECO:0000269|PubMed:22222309};,C0ZUQ6,,1.0,
3198,8.5,{ECO:0000269|PubMed:10715017};,Optimum pH is 8.5. {ECO:0000269|PubMed:10715017};,C1FW08,,1.0,
3199,6.0,More than 80% of its maximal activity is maintained at pH 5.5-6.5. {ECO:0000269|PubMed:20079869};,Optimum pH is 6.0. More than 80% of its maximal activity is maintained at pH 5.5-6.5. {ECO:0000269|PubMed:20079869};,C1IE32,,1.0,
3200,9.0,The enzyme is stable from 8 to 10. {ECO:0000269|PubMed:19205890};,Optimum pH is 9. The enzyme is stable from 8 to 10. {ECO:0000269|PubMed:19205890};,C1KKR1,,1.0,
3201,6.7,", using Lys-Ala-MCA as substrate. {ECO:0000269|PubMed:25494328};","Optimum pH is 6.7, using Lys-Ala-MCA as substrate. {ECO:0000269|PubMed:25494328};",C3J8X2,,1.0,
3202,8.0,{ECO:0000269|Ref.2};,Optimum pH is 8. {ECO:0000269|Ref.2};,C3SBS8,,1.0,
3203,9.0,{ECO:0000269|PubMed:23391906};,Optimum pH is 9.0. {ECO:0000269|PubMed:23391906};,C3VA26,,1.0,
192,8.75,{ECO:0000269|PubMed:29691540};,Optimum pH is 8.5-9. {ECO:0000269|PubMed:29691540};,C4LSS0,0.5,1.0,
193,6.800000000000001,"{ECO:0000269|PubMed:178659, ECO:0000269|PubMed:4372217, ECO:0000269|PubMed:9445396};","Optimum pH is 6.4-7.2. {ECO:0000269|PubMed:178659, ECO:0000269|PubMed:4372217, ECO:0000269|PubMed:9445396};",C4LZC2,0.7999999999999998,1.0,
194,7.0,(PubMed:25004978). Active between pH 6-8.5 (PubMed:25004978). {ECO:0000269|PubMed:25004978};,Optimum pH is 7 (PubMed:25004978). Active between pH 6-8.5 (PubMed:25004978). {ECO:0000269|PubMed:25004978};,C4M4T9,,1.0,
195,7.5,(with 3'(2')-phosphoadenosine 5'-phosphate (PAP) as substrate). {ECO:0000269|PubMed:25372691};,Optimum pH is 7.5 (with 3'(2')-phosphoadenosine 5'-phosphate (PAP) as substrate). {ECO:0000269|PubMed:25372691};,C4M633,,1.0,
3204,6.0,{ECO:0000269|PubMed:19348024};,Optimum pH is 6.0. {ECO:0000269|PubMed:19348024};,C4MBZ5,,1.0,
4413,5.3,{ECO:0000269|PubMed:15028691};,Optimum pH is 5.3. {ECO:0000269|PubMed:15028691};,C5B2R8,,1.0,
197,7.5,{ECO:0000269|PubMed:18495659};,Optimum pH is 7.5. {ECO:0000269|PubMed:18495659};,C5H429,,1.0,
198,8.5,{ECO:0000269|Ref.1};,Optimum pH is 8.5. {ECO:0000269|Ref.1};,C5I9X1,,1.0,
4414,9.0,Active from pH 7 to pH 11. {ECO:0000269|PubMed:20111899};,Optimum pH is 9. Active from pH 7 to pH 11. {ECO:0000269|PubMed:20111899};,C5J3R8,,1.0,
4415,7.0,{ECO:0000269|PubMed:19897889};,Optimum pH is 7.0. {ECO:0000269|PubMed:19897889};,C5NU54,,1.0,
3205,6.5,with sweet gum methylglucuronoxylan as substrate. {ECO:0000269|PubMed:16461704};,Optimum pH is 6.5 with sweet gum methylglucuronoxylan as substrate. {ECO:0000269|PubMed:16461704};,C6CRV0,,1.0,
4417,8.0,{ECO:0000269|PubMed:19622354};,Optimum pH is 8.0. {ECO:0000269|PubMed:19622354};,C6L7V8,,1.0,
3206,8.0,{ECO:0000269|PubMed:19622354};,Optimum pH is 8.0. {ECO:0000269|PubMed:19622354};,C6L7V9,,1.0,
4970,8.0,Little or no activity below pH 4.2. {ECO:0000269|PubMed:20173075};,Optimum pH is 8.0. Little or no activity below pH 4.2. {ECO:0000269|PubMed:20173075};,C6L862,,1.0,
199,8.0,Active in a broad range of pH varying from 6 to 9. {ECO:0000269|PubMed:19292760};,Optimum pH is 8. Active in a broad range of pH varying from 6 to 9. {ECO:0000269|PubMed:19292760};,C7A2A0,,1.0,
200,8.4,"{ECO:0000269|PubMed:19525322, ECO:0000269|PubMed:20580386};","Optimum pH is 8.0-8.8. {ECO:0000269|PubMed:19525322, ECO:0000269|PubMed:20580386};",C7AE94,0.8000000000000007,1.0,
201,6.5,with ONPG as substrate. Over 90% of activity in the pH range 6.5-8.5. Highly efficient at pH range 4.5-9.5. {ECO:0000269|PubMed:19631003};,Optimum pH is 6.5 with ONPG as substrate. Over 90% of activity in the pH range 6.5-8.5. Highly efficient at pH range 4.5-9.5. {ECO:0000269|PubMed:19631003};,C7ASJ5,,1.0,
3207,8.5,{ECO:0000269|PubMed:19661181};,Optimum pH is 8.0-9.0. {ECO:0000269|PubMed:19661181};,C7C435,1.0,1.0,
3208,8.5,{ECO:0000269|PubMed:19661181};,Optimum pH is 8.0-9.0. {ECO:0000269|PubMed:19661181};,C7C436,1.0,1.0,
202,6.0,{ECO:0000269|PubMed:19465645};,Optimum pH is around 6. {ECO:0000269|PubMed:19465645};,C7DLJ6,,1.0,
203,9.0,No activity between pH 3-6. {ECO:0000269|PubMed:21109751};,Optimum pH is 9. No activity between pH 3-6. {ECO:0000269|PubMed:21109751};,C7E9W0,,1.0,
3210,7.25,{ECO:0000269|PubMed:12351228};,Optimum pH is 7.0-7.5. {ECO:0000269|PubMed:12351228};,C7N8L9,0.5,1.0,
3211,7.1,{ECO:0000269|PubMed:22230464};,Optimum pH is 6.9-7.3. {ECO:0000269|PubMed:22230464};,C7NB67,0.39999999999999947,1.0,
3212,6.7,{ECO:0000269|PubMed:25211225};,Optimum pH is 6.7. {ECO:0000269|PubMed:25211225};,C7P8V7,,1.0,
204,8.0,"{ECO:0000269|PubMed:18849565, ECO:0000269|PubMed:9083041};","Optimum pH is 8. {ECO:0000269|PubMed:18849565, ECO:0000269|PubMed:9083041};",C7S340,,1.0,
4418,7.0,and 9.5. {ECO:0000269|PubMed:19500305};,Optimum pH is between 7.0 and 9.5. {ECO:0000269|PubMed:19500305};,C7SDN9,,1.0,
4419,7.0,{ECO:0000269|Ref.2};,Optimum pH is 5.5-8.5. {ECO:0000269|Ref.2};,C7YS90,3.0,1.0,
3213,5.75,Active fom pH 5 to pH 9. {ECO:0000269|PubMed:18587571};,Optimum pH is 5-6.5. Active fom pH 5 to pH 9. {ECO:0000269|PubMed:18587571};,C8V9R7,1.5,1.0,
205,6.5,"to 7.4. {ECO:0000269|PubMed:15948966, ECO:0000269|PubMed:17429948};","Optimum pH is 6.5 to 7.4. {ECO:0000269|PubMed:15948966, ECO:0000269|PubMed:17429948};",C8VSZ2,,1.0,
4421,8.5,{ECO:0000269|PubMed:22311185};,Optimum pH is 8.5. {ECO:0000269|PubMed:22311185};,D0C6T7,,1.0,
206,8.0,for casein degradation. Active in the broad pH range from 6.5 to 8.5. {ECO:0000269|PubMed:19919176};,Optimum pH is 8 for casein degradation. Active in the broad pH range from 6.5 to 8.5. {ECO:0000269|PubMed:19919176};,D0EM77,,1.0,
4422,4.5,"for maltose hydrolysis, and 5.5 for glucogen hydrolysis. {ECO:0000269|PubMed:9495770};","Optimum pH is 4.5 for maltose hydrolysis, and 5.5 for glucogen hydrolysis. {ECO:0000269|PubMed:9495770};",D0KQM8,,1.0,
207,6.5,at 30 degrees Celsius. {ECO:0000269|PubMed:10333591};,Optimum pH is 6.5 at 30 degrees Celsius. {ECO:0000269|PubMed:10333591};,D0TZF0,,1.0,
4423,7.0,{ECO:0000269|PubMed:22832988};,Optimum pH is 7. {ECO:0000269|PubMed:22832988};,D1L2U8,,1.0,
4424,5.75,{ECO:0000269|PubMed:29273737};,Optimum pH is 5.5-6.0. {ECO:0000269|PubMed:29273737};,D1L2W4,0.5,1.0,
3215,7.6,{ECO:0000269|PubMed:18796334};,Optimum pH is 7.6. {ECO:0000269|PubMed:18796334};,D1ZHN6,,1.0,
3216,7.0,{ECO:0000269|PubMed:18647334};,Optimum pH is 7.0. {ECO:0000269|PubMed:18647334};,D2CJS7,,1.0,
4425,8.5,{ECO:0000269|PubMed:21503761};,Optimum pH is 8.5. {ECO:0000269|PubMed:21503761};,D2D3B2,,1.0,
3217,6.75,{ECO:0000269|PubMed:19757094};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:19757094};,D2DRC4,0.5,1.0,
3218,6.75,{ECO:0000269|PubMed:19757094};,Optimum pH is 6.5-7.0. {ECO:0000269|PubMed:19757094};,D2DRC5,0.5,1.0,
3219,7.5,{ECO:0000269|PubMed:20670659};,Optimum pH is 7.5. {ECO:0000269|PubMed:20670659};,D2KBH9,,1.0,
4426,7.9,{ECO:0000269|PubMed:27302067};,Optimum pH is 7.9. {ECO:0000269|PubMed:27302067};,D2PPM7,,1.0,
4427,6.7,Stable between pH 6.5 and 11.2. {ECO:0000269|PubMed:27302067};,Optimum pH is 6.7. Stable between pH 6.5 and 11.2. {ECO:0000269|PubMed:27302067};,D2PPM8,,1.0,
3220,10.5,{ECO:0000269|PubMed:19940247};,Optimum pH is 10-11. {ECO:0000269|PubMed:19940247};,D2WKD9,1.0,1.0,
208,7.9,{ECO:0000269|PubMed:22307920};,Optimum pH is 7.9. {ECO:0000269|PubMed:22307920};,D2Z026,,1.0,
209,8.0,{ECO:0000269|PubMed:23529730};,Optimum pH is 8.0. {ECO:0000269|PubMed:23529730};,D2Z030,,1.0,
3221,8.35,{ECO:0000269|PubMed:12957890};,Optimum pH is 8.2-8.5. {ECO:0000269|PubMed:12957890};,D3H5H5,0.3000000000000007,1.0,
3222,10.5,{ECO:0000269|PubMed:20622125};,Optimum pH is 10.5. {ECO:0000269|PubMed:20622125};,D3JTC1,,1.0,
3223,9.5,{ECO:0000269|PubMed:20622125};,Optimum pH is 9.5. {ECO:0000269|PubMed:20622125};,D3JTC2,,1.0,
3224,9.2,{ECO:0000269|PubMed:19703103};,Optimum pH is 9.2. {ECO:0000269|PubMed:19703103};,D3JV03,,1.0,
4428,7.5,{ECO:0000269|PubMed:20480210};,Optimum pH is 7.5. {ECO:0000269|PubMed:20480210};,D3KVM5,,1.0,
3225,5.0,{ECO:0000269|PubMed:20480210};,Optimum pH is 5.0. {ECO:0000269|PubMed:20480210};,D3KVM6,,1.0,
212,4.2,"{ECO:0000269|PubMed:16995898, ECO:0000269|PubMed:22779704};","Optimum pH is 4.2. {ECO:0000269|PubMed:16995898, ECO:0000269|PubMed:22779704};",D3RVD4,,1.0,
4429,6.75,{ECO:0000269|Ref.1};,Optimum pH is 6.75. {ECO:0000269|Ref.1};,D3THI6,,1.0,
4430,6.75,{ECO:0000269|Ref.1};,Optimum pH is 6.75. {ECO:0000269|Ref.1};,D3UAG0,,1.0,
4431,6.75,{ECO:0000269|Ref.1};,Optimum pH is 6.75. {ECO:0000269|Ref.1};,D3UAG1,,1.0,
4432,6.25,{ECO:0000269|Ref.1};,Optimum pH is 6.25. {ECO:0000269|Ref.1};,D3UAG2,,1.0,
4433,8.0,{ECO:0000269|Ref.1};,Optimum pH is 8.0. {ECO:0000269|Ref.1};,D3UAG3,,1.0,
3226,4.0,{ECO:0000269|PubMed:20075040};,Optimum pH is 3.5-4.5. {ECO:0000269|PubMed:20075040};,D3WYV9,1.0,1.0,
213,4.0,{ECO:0000269|PubMed:20075040};,Optimum pH is 3.5-4.5. {ECO:0000269|PubMed:20075040};,D3WYW0,1.0,1.0,
3227,7.2,{ECO:0000269|PubMed:21498645};,Optimum pH is 7.2. {ECO:0000269|PubMed:21498645};,D3WZ85,,1.0,
214,5.0,{ECO:0000269|PubMed:2618245};,Optimum pH is 5. {ECO:0000269|PubMed:2618245};,D3ZAW2,,1.0,
216,6.5,{ECO:0000269|PubMed:6260203};,Optimum pH is 6.5. {ECO:0000269|PubMed:6260203};,D3ZMY7,,1.0,
217,6.5,Active from 5.5 to 9.0 with 4-oxo-L-proline. {ECO:0000269|PubMed:35150746};,Optimum pH is 6.5. Active from 5.5 to 9.0 with 4-oxo-L-proline. {ECO:0000269|PubMed:35150746};,D4A1J4,,1.0,
218,8.5,It shows 50% activity at pH values of 6 and 10. {ECO:0000269|PubMed:23949136};,Optimum pH is 8.5. It shows 50% activity at pH values of 6 and 10. {ECO:0000269|PubMed:23949136};,D4GP33,,1.0,
3228,8.5,{ECO:0000269|PubMed:25836736};,Optimum pH is 8.5. {ECO:0000269|PubMed:25836736};,D4GS48,,1.0,
3229,10.5,{ECO:0000269|PubMed:25836736};,Optimum pH is 10.5. {ECO:0000269|PubMed:25836736};,D4GST8,,1.0,
220,8.5,{ECO:0000269|PubMed:26546423};,Optimum pH is 8-9. {ECO:0000269|PubMed:26546423};,D4GT97,1.0,1.0,
221,8.0,and 9. {ECO:0000269|PubMed:9738442};,Optimum pH is between 8 and 9. {ECO:0000269|PubMed:9738442};,D4GTL2,,1.0,
222,7.0,Very little activity is detected at pH 6.1 or 8.0. {ECO:0000269|PubMed:9738442};,Optimum pH is 7. Very little activity is detected at pH 6.1 or 8.0. {ECO:0000269|PubMed:9738442};,D4GTL3,,1.0,
223,8.5,Displays little to no activity at low pH (pH 6.5 and below). {ECO:0000269|PubMed:22970855};,Optimum pH is 7-10. Displays little to no activity at low pH (pH 6.5 and below). {ECO:0000269|PubMed:22970855};,D4GTS4,3.0,1.0,
3230,8.5,{ECO:0000269|PubMed:23794621};,Optimum pH is about 8.5. {ECO:0000269|PubMed:23794621};,D4GWR6,,1.0,
4435,7.5,{ECO:0000269|PubMed:24375100};,Optimum pH is about 7.5. {ECO:0000269|PubMed:24375100};,D4GXZ3,,1.0,
224,7.5,{ECO:0000269|PubMed:22493022};,Optimum pH is 7.5. {ECO:0000269|PubMed:22493022};,D4GYE0,,1.0,
3231,7.5,and 9. {ECO:0000269|PubMed:22493022};,Optimum pH is between 7.5 and 9. {ECO:0000269|PubMed:22493022};,D4GYE6,,1.0,
225,7.5,Remains partially active at pH 11. {ECO:0000269|PubMed:20226884};,Optimum pH is 7.5. Remains partially active at pH 11. {ECO:0000269|PubMed:20226884};,D4GYV5,,1.0,
226,8.15,for the Suc-LLVY-Amc hydrolyzing activity (with the alpha1-beta proteasome subtype). {ECO:0000269|PubMed:10482525};,Optimum pH is 7.0-9.3 for the Suc-LLVY-Amc hydrolyzing activity (with the alpha1-beta proteasome subtype). {ECO:0000269|PubMed:10482525};,D4GYZ1,2.3000000000000007,1.0,
3232,5.5,{ECO:0000269|PubMed:18437358};,Optimum pH is 5.5. {ECO:0000269|PubMed:18437358};,D4GZ88,,1.0,
4972,6.0,{ECO:0000269|PubMed:25846332};,Optimum pH is 6.0. {ECO:0000269|PubMed:25846332};,D4H6M0,,1.0,
227,5.25,"for p-nitrophenyl-beta-d-cellotrioside (pNP-G3), and 4-8 for p-nitrophenyl-beta-d-cellopentaoside (pNP-G5). {ECO:0000269|PubMed:23733951};","Optimum pH is 4-6.5 for p-nitrophenyl-beta-d-cellotrioside (pNP-G3), and 4-8 for p-nitrophenyl-beta-d-cellopentaoside (pNP-G5). {ECO:0000269|PubMed:23733951};",D4HRL0,2.5,1.0,
228,7.0,{ECO:0000269|PubMed:31069522};,Optimum pH is 7.0. {ECO:0000269|PubMed:31069522};,D4NUX0,,1.0,
3233,6.0,{ECO:0000269|PubMed:25910960};,Optimum pH is 6. {ECO:0000269|PubMed:25910960};,D4Q9N1,,1.0,
229,8.2,{ECO:0000269|PubMed:9293022};,Optimum pH is 8.2. {ECO:0000269|PubMed:9293022};,D4Z2G1,,1.0,
3234,9.5,{ECO:0000269|PubMed:23563565};,Optimum pH is about 9.5. {ECO:0000269|PubMed:23563565};,D4ZX34,,1.0,
4436,6.0,with glucose-pentaacetate as substrate. Active from pH 5.0 to 8.0. {ECO:0000269|PubMed:21742923};,Optimum pH is 6.0 with glucose-pentaacetate as substrate. Active from pH 5.0 to 8.0. {ECO:0000269|PubMed:21742923};,D5EV35,,1.0,
4437,6.0,with glucose-pentaacetate as substrate. Active from pH 5.0 to 8.0. {ECO:0000269|PubMed:21742923};,Optimum pH is 6.0 with glucose-pentaacetate as substrate. Active from pH 5.0 to 8.0. {ECO:0000269|PubMed:21742923};,D5EXI2,,1.0,
4438,6.5,with glucose-pentaacetate as substrate. Active from pH 5.0 to 8.0. {ECO:0000269|PubMed:21742923};,Optimum pH is 6.5 with glucose-pentaacetate as substrate. Active from pH 5.0 to 8.0. {ECO:0000269|PubMed:21742923};,D5EXZ4,,1.0,
230,6.0,for xylanase activity. {ECO:0000269|PubMed:19304844};,Optimum pH is 6.0 for xylanase activity. {ECO:0000269|PubMed:19304844};,D5EY13,,1.0,
231,5.0,{ECO:0000269|PubMed:19304844};,Optimum pH is 5.0. {ECO:0000269|PubMed:19304844};,D5EY15,,1.0,
3235,8.0,{ECO:0000269|PubMed:11299372};,Optimum pH is 8.0. {ECO:0000269|PubMed:11299372};,D5JBW8,,1.0,
232,7.0,{ECO:0000269|PubMed:17080644};,Optimum pH is 6.5-7.5. {ECO:0000269|PubMed:17080644};,D5JWB3,1.0,1.0,
3236,8.2,{ECO:0000269|PubMed:12641468};,Optimum pH is 8.2. {ECO:0000269|PubMed:12641468};,D5KXJ0,,1.0,
4439,7.0,"with DV-Chlidea or DV-Pchlidea as substrate, optimum pH is 6.5 with DV-Chla, DV-MPE or DV-Mg-Proto as substrate. {ECO:0000269|PubMed:23154534};","Optimum pH is 7.0 with DV-Chlidea or DV-Pchlidea as substrate, optimum pH is 6.5 with DV-Chla, DV-MPE or DV-Mg-Proto as substrate. {ECO:0000269|PubMed:23154534};",D5L1S4,,1.0,
233,7.25,{ECO:0000269|PubMed:15743273};,Optimum pH is 7.0-7.5. {ECO:0000269|PubMed:15743273};,D5MP61,0.5,1.0,
234,5.5,"{ECO:0000269|PubMed:10750901, ECO:0000269|PubMed:21875895};","Optimum pH is 5.5. {ECO:0000269|PubMed:10750901, ECO:0000269|PubMed:21875895};",D5MTF8,,1.0,
3237,7.5,{ECO:0000269|PubMed:20695994};,Optimum pH is 7.5. {ECO:0000269|PubMed:20695994};,D5MTT1,,1.0,
235,7.5,{ECO:0000269|PubMed:26441857};,Optimum pH is 7.5. {ECO:0000269|PubMed:26441857};,D5TM67,,1.0,
3238,6.5,"for recombinant LGOX expressed in E.coli or in P.pastoris. {ECO:0000269|PubMed:24657922, ECO:0000269|PubMed:27693490};","Optimum pH is 6.5 for recombinant LGOX expressed in E.coli or in P.pastoris. {ECO:0000269|PubMed:24657922, ECO:0000269|PubMed:27693490};",D6A5I3,,1.0,
236,7.5,{ECO:0000269|PubMed:20378533};,Optimum pH is 7.5. {ECO:0000269|PubMed:20378533};,D6MZJ6,,1.0,
237,6.6,{ECO:0000269|PubMed:16621827};,Optimum pH is 6.6. {ECO:0000269|PubMed:16621827};,D6R8X8,,1.0,
238,7.0,{ECO:0000269|PubMed:24466148};,Optimum pH is 6.0-8.0. {ECO:0000269|PubMed:24466148};,D6XZ22,2.0,1.0,
4440,6.0,"and 6.5 in phosphorolytic and synthetic directions, respectively. {ECO:0000269|PubMed:28754708};","Optimum pH is 6 and 6.5 in phosphorolytic and synthetic directions, respectively. {ECO:0000269|PubMed:28754708};",D7BAR0,,1.0,
